address,name,evidence,confidence
0d02e2,egs52_update_near_d23f_0d02e2,Instruction destination near addresses d23f;d243;d29b;d29c;d29d;d29f;d2a0;fd20;d472;d5cd;d5f4;d5cb;d4f4;d520,structural
0d032c,egs52_update_near_d468_0d032c,Instruction destination near addresses d468;d462;d454;d775;d777;d453;d451;d442;d4c6;fd54;fd5a;d5a3;d5bc;d60d;d60e;fd56;d613;d611;d610;d5c2;d5c6;fd5c;d446;d5c8;d5af;d616;d612;fd58;d7aa;fd3a;fd3c;fd68;d579;d577;d56e;d470;d50c;d508;d500;d504;d4f8;d52a;d52c;d526;d7c8;d3e9;d704;d706;fd2a;d447;d6dc;d59e;fd38;d439;d4e2;fd2e;d7d7;d74c;d75c;d75e;fd48;d54c,structural
0d06bc,egs52_update_near_d536_0d06bc,Instruction destination near addresses d536;d532;d49c;d552,structural
0d072a,egs52_update_near_d56a_0d072a,Instruction destination near addresses fd48;d56a;d556;d56c;d5f6;d5f8;d5fa;d5fc;d5fe;d7c2;d600;d602;d604;d606;d608;fd4c;d42a;d4b2;d437;fd3a;d4ca;d612;d3dc;d3d8;d3e6,structural
0d0c8e,egs52_update_near_d4cc_0d0c8e,Instruction destination near addresses d4cc;d434;fd38;fd34;d599;d51e;d48e;d42c;d5f6;d5f8;d5fa;d5fc;d5fe;d359,structural
0d1464,egs52_update_near_d412_0d1464,Instruction destination near addresses d412,structural
0d1498,egs52_update_near_d431_0d1498,Instruction destination near addresses d431,structural
0d151e,egs52_update_near_d412_0d151e,Instruction destination near addresses d412;d59b;d431;fd34,structural
0d1658,egs52_update_near_d59b_0d1658,Instruction destination near addresses fd34;d59b,structural
0d175c,egs52_update_near_d59b_0d175c,Instruction destination near addresses fd34;d59b,structural
0d1816,egs52_update_near_d435_0d1816,Instruction destination near addresses d435;fd34;d431;fd38;d578;d5c1;d410,structural
0d1c5e,egs52_compute_from_near_f638_0d1c5e,Instruction source near addresses f638;d579;f63a,structural
0d1ca8,egs52_update_near_d436_0d1ca8,Instruction destination near addresses fd4e;d436,structural
0d1d92,egs52_update_near_d436_0d1d92,Instruction destination near addresses fd4e;d436,structural
0d1e5c,egs52_update_near_fd4e_0d1e5c,Instruction destination near addresses fd4e,structural
0d1eac,egs52_update_near_fd4e_0d1eac,Instruction destination near addresses fd4e,structural
0d1f5e,egs52_update_near_fd4e_0d1f5e,Instruction destination near addresses fd4e,structural
0d202e,egs52_update_near_d436_0d202e,Instruction destination near addresses d436;d492;d4aa;d4bc;d5a8;fd4e;d4b8;fd64;d433;d5a2,structural
0d269c,egs52_update_near_d5a4_0d269c,Instruction destination near addresses d5a4;d480;fd4e;d4b8;d565,structural
0d2856,egs52_update_near_d5b0_0d2856,Instruction destination near addresses d5b0;fd48;d56a;d556;d56c;d577,structural
0d289a,egs52_update_near_d3f6_0d289a,Instruction destination near addresses d3f6;d3f4,structural
0d290c,egs52_compute_from_near_f62e_0d290c,Instruction source near addresses f62e,structural
0d2958,egs52_transform_memory_0d2958,Indirect non-R0 memory destinations in decoded instructions,structural
0d2b08,egs52_update_near_d4fe_0d2b08,Instruction destination near addresses fd34;d4fe;d576;d438;d3f8;d4f6,structural
0d3124,egs52_update_near_d4f6_0d3124,Instruction destination near addresses d4f6;d47c,structural
0d33ec,egs52_update_near_d5f6_0d33ec,Instruction destination near addresses d5f6;d5f8;d5fa;d5fc;d5fe,structural
0d3426,egs52_compute_from_near_d4e1_0d3426,Instruction source near addresses d4e1;d46e;d43c;d54a;d552,structural
0d3464,egs52_update_near_d422_0d3464,Instruction destination near addresses d422;d4d8,structural
0d34e2,egs52_update_near_d556_0d34e2,Instruction destination near addresses fd3a;fd3c;fd4e;fd48;d556;d56c;d56a;d5b0;d5b1;d618,structural
0d3638,egs52_update_near_d566_0d3638,Instruction destination near addresses fd3a;fd3c;fd4e;d566;d567;d437;fd48;d5b0,structural
0d370e,egs52_update_near_d566_0d370e,Instruction destination near addresses fd3c;fd3a;d566;d567;d5b0;d5b1;d5b2;d618;d56a;d556;d56c;fd48;d477;d43c;d46e;d54a;d536;d579;d437,structural
0d385e,egs52_update_near_d4d8_0d385e,Instruction destination near addresses fd3c;d4d8;d422;fd48;d5a6;d5f6;d5f8;d5fa;d5fc;d5fe;d5b0;d56a;d556;d56c;fd3a;d5b1;d5b2;d566;d550;d522;d498;d49a;d567,structural
0d405a,egs52_update_near_d56a_0d405a,Instruction destination near addresses fd48;d56a;d556;d56c;fd3a;fd5a;d577;d5b0;fd3c,structural
0d40b6,egs52_update_near_d5b0_0d40b6,Instruction destination near addresses fd48;d5b0;d556;d56c;d56a;fd3a;d566;d567;d437,structural
0d40fe,egs52_update_near_d5b0_0d40fe,Instruction destination near addresses d5b0;d566;d437;d44a;d454;d453,structural
0d41e8,egs52_compute_from_near_f624_0d41e8,Instruction source near addresses f624;d5cc;d524;d4e4,structural
0d42a6,egs52_compute_from_near_d579_0d42a6,Instruction source near addresses d579;f636;d5cc;d477;d54c;fd4a;d454,structural
0d4338,egs52_update_near_d426_0d4338,Instruction destination near addresses d426,structural
0d44ce,egs52_update_near_d5b0_0d44ce,Instruction destination near addresses d5b0;fd4a;fd4c;d556;d566;d56a;d56c;d567,structural
0d492a,egs52_update_near_d5b0_0d492a,Instruction destination near addresses d5b0;d590;d542;d4ae;d556;d53c;d56c,structural
0d4b5e,egs52_compute_from_near_d4e1_0d4b5e,Instruction source near addresses d4e1;f63a;d4ae;d4df;d492;d490;f634;d579;d4bc,structural
0d4bf8,egs52_update_near_d5b1_0d4bf8,Instruction destination near addresses d5b1;d498;d49a;d580;d57e;d49c;d56a;d4b2;d4b0;d4f2;d4c0;d522;fd4c;fd48;d567;d566,structural
0d4f4c,egs52_update_near_d5b8_0d4f4c,Instruction destination near addresses d5b8;fd4c,structural
0d5094,egs52_update_near_d5f6_0d5094,Instruction destination near addresses d5f6;d5f8;d5fa;d5fc;d5fe,structural
0d50d2,egs52_update_near_d5f6_0d50d2,Instruction destination near addresses d5f6;d5f8;d5fa;d5fc;d5fe,structural
0d513e,egs52_update_near_d566_0d513e,Instruction destination near addresses fd3a;fd48;d566;d437,structural
0d5150,egs52_update_near_d566_0d5150,Instruction destination near addresses d566;d567;fd3a;fd4e;fd48;fd4a;fd3c;d437,structural
0d52c0,egs52_update_near_d5b0_0d52c0,Instruction destination near addresses d5b0;d5a6;d56a;d556;d56c;fd48;fd3a,structural
0d5382,egs52_update_near_d477_0d5382,Instruction destination near addresses d477;d46e;d54a;d536;d56a;fd48;d5b0;d5b2;d556;d56c;d566;d437;d5b1,structural
0d54ea,egs52_update_near_d556_0d54ea,Instruction destination near addresses d556;d56c;d437,structural
0d54fc,egs52_update_near_d5b0_0d54fc,Instruction destination near addresses fd3a;fd4a;fd3c;d5b0;d566;d56a;d556;d56c;fd48;d5b1;d579;d437;d5b2,structural
0d5b66,egs52_update_near_d408_0d5b66,Instruction destination near addresses d408;d440;d41e;fd48;fd44;d566;d594;d428;d556;d56a;d544;d40a;d40c;d5b4;d424;d617;d554;d528;d56c,structural
0d63b0,egs52_update_near_d4b2_0d63b0,Instruction destination near addresses fd48;d4b2;d5b1;d5a6;d49a;d498;d556;d56c;d56a;d522;fd4c;d566;d567;d437,structural
0d66ee,egs52_update_near_d550_0d66ee,Instruction destination near addresses fd48;d550;d5b1;d5b0;d402;d556;d56c;d56a;d566;d567;d437,structural
0d6866,egs52_update_near_d5b0_0d6866,Instruction destination near addresses d5b0;d432;d5a6;fd48;d556;d56c;d56a;d498;d49a;d566;d522;fd4c;d5b1;d567;d437,structural
0d6ac2,egs52_update_near_d5b0_0d6ac2,Instruction destination near addresses fd48;d5b0;d5b1;d556;d56c;d56a;d566,structural
0d6b8c,egs52_update_near_d5b0_0d6b8c,Instruction destination near addresses fd48;d5b0;d556;d56c;d56a;fd4a;fd4e;d590;d577;d442,structural
0d6bee,egs52_update_near_d3e0_0d6bee,Instruction destination near addresses d3e0,structural
0d6c32,egs52_update_near_fd48_0d6c32,Instruction destination near addresses fd48;fd4a;fd4c;fd3a;fd3c,structural
0d6c72,egs52_update_near_d490_0d6c72,Instruction destination near addresses d490;d4ae;d4ac;d4aa;d59b;fd4c;fd34;d4ca,structural
0d6c96,egs52_update_near_d579_0d6c96,Instruction destination near addresses d579;d477;d46e;d54a;d536;d475;d546;d532;d47e;d46a;d476;d46c;d548;d534,structural
0d6e1a,egs52_update_near_d477_0d6e1a,Instruction destination near addresses d477;d46e;d54a;d536;d475;d46a;d546;d532;d476;d46c;d548;d534,structural
0d6eb0,egs52_update_near_d41a_0d6eb0,Instruction destination near addresses d41a,structural
0d6f4e,egs52_update_near_d418_0d6f4e,Instruction destination near addresses d418,structural
0d7010,egs52_update_near_d5f6_0d7010,Instruction destination near addresses d5f6;d5f8;d5fa;d5fc;d5fe,structural
0d7110,egs52_update_near_d5f6_0d7110,Instruction destination near addresses d5f6;d5f8;d5fa;d5fc;d5fe,structural
0d714e,egs52_update_near_d5f6_0d714e,Instruction destination near addresses d5f6;d5f8;d5fa;d5fc;d5fe,structural
0d718c,egs52_update_near_d430_0d718c,Instruction destination near addresses d430;d600;d602;d604;d606;d608,structural
0d73e6,egs52_compute_from_near_f634_0d73e6,Instruction source near addresses f634;d60e;f61e;d7aa;d577;f63e;d524;f636;d430;d42e,structural
0d74a6,egs52_update_near_d5f6_0d74a6,Instruction destination near addresses d5f6;d5f8;d5fa;d5fc;d5fe;d4e1,structural
0d7504,egs52_update_near_d5f6_0d7504,Instruction destination near addresses d5f6;d5f8;d5fa;d5fc;d5fe;d442,structural
0d7666,egs52_update_near_d490_0d7666,Instruction destination near addresses d490;fd4c,structural
0d77c8,egs52_update_near_d4dc_0d77c8,Instruction destination near addresses d4dc,structural
0d7a4c,egs52_update_near_d47e_0d7a4c,Instruction destination near addresses d47e,structural
0d7ad6,egs52_update_near_d4da_0d7ad6,Instruction destination near addresses d4da,structural
0d7b3e,egs52_update_near_d4ae_0d7b3e,Instruction destination near addresses d4ae,structural
0d7b8a,egs52_update_near_d402_0d7b8a,Instruction destination near addresses d402,structural
0d7be2,egs52_update_near_d3fc_0d7be2,Instruction destination near addresses d3fc;d400,structural
0d7c4e,egs52_compute_from_near_f626_0d7c4e,Instruction source near addresses f626;d54c,structural
0d7cb8,egs52_update_near_d600_0d7cb8,Instruction destination near addresses d600;d602;d604;d606;d608,structural
0d7e30,egs52_compute_from_near_d54a_0d7e30,Instruction source near addresses d54a;d536;d42a;d552,structural
0d7e88,egs52_compute_from_near_f63a_0d7e88,Instruction source near addresses f63a;d49c;d46a;d546;d532,structural
0d7efc,egs52_compute_from_near_f63a_0d7efc,Instruction source near addresses f63a;d49c;d46a;d546;d532,structural
0d7f50,egs52_compute_from_near_d4e1_0d7f50,Instruction source near addresses d4e1;d46e;d4d2;d54a;d536;d552;d546;d532;f63a,structural
0d7ffa,egs52_compute_from_near_d54a_0d7ffa,Instruction source near addresses d54a;d536;f634;d556;f63a;d49c;d46a;d546;d532,structural
0d8092,egs52_compute_from_near_d4d2_0d8092,Instruction source near addresses d4d2;d47c;d490;d4e1;d46a;d546;d532;d556,structural
0d8104,egs52_compute_from_near_d4d2_0d8104,Instruction source near addresses d4d2;d47c;d490;d4b2;d4e1;d46a;d546;d532;d556,structural
0d817a,egs52_compute_from_near_d4d2_0d817a,Instruction source near addresses d4d2;d47c;d490;d4ac;d4b2;f636;d4e1;d46a;d546;d532;d556,structural
0d81fe,egs52_compute_from_near_d4d2_0d81fe,Instruction source near addresses d4d2;d4ac;d47c;d4e1;f63a;d4ae;d4df;d492;d490;f634;d46a;d546;d532;d556,structural
0d82da,egs52_compute_from_near_d4d2_0d82da,Instruction source near addresses d4d2;d4ae;f63a;d46a;d546;d532;d556,structural
0d8360,egs52_compute_from_near_d4d2_0d8360,Instruction source near addresses d4d2;d47c;d4aa;d4e1;d46e;d54a;d536;d550;d552,structural
0d83e8,egs52_compute_from_near_f634_0d83e8,Instruction source near addresses f634;d570;fd4a;d47c;d4ac;d4b2;d4df;d492;f636;d4e1;d46a;d546;d532;d550;d536;d4d2;d402;d556,structural
0d85da,egs52_compute_from_near_f63a_0d85da,Instruction source near addresses f63a;d46e;d4d2;d54a;d536;d550;d552,structural
0d8636,egs52_compute_from_near_d546_0d8636,Instruction source near addresses d546;d532;f63a,structural
0d868c,egs52_compute_from_near_d556_0d868c,Instruction source near addresses d556;f626;d532;f63a;d54c,structural
0d874e,egs52_compute_from_near_d4d2_0d874e,Instruction source near addresses d4d2;d4dc;d47c;d4ac;d492;d4aa;d4e1;d46e;d54a;d536;d550;d552,structural
0d87cc,egs52_compute_from_near_d4d2_0d87cc,Instruction source near addresses d4d2;d4da;d4ac;d47c;d4aa;d4e1;d46e;d54a;d536;d550;d552,structural
0d8846,egs52_compute_from_near_f63a_0d8846,Instruction source near addresses f63a;d4d2;d46e;d54a;d536;d552;f626;d532;d54c,structural
0d892a,egs52_compute_from_near_f636_0d892a,Instruction source near addresses f636;d4d2;d47c;d4ac;d4b2;d4df;d4bc;d4e1;d46a;d546;d532;d54a;d536;f634;f63a;d46e;d552;f626;d54c,structural
0d8ac8,egs52_compute_from_near_d4d2_0d8ac8,Instruction source near addresses d4d2;d4da;d4ac;d47c;d4aa;f63a;d46e;d54a;d536;d550;d552,structural
0d8b4a,egs52_update_near_d47e_0d8b4a,Instruction destination near addresses d47e;d579;d477;d46e;d54a;d536;d475;d546;d532;d46a;d476;d46c;d548;d534;d552,structural
0d8cf8,egs52_update_near_d4ae_0d8cf8,Instruction destination near addresses d4ae,structural
0d8d26,egs52_compute_from_near_d4d2_0d8d26,Instruction source near addresses d4d2;d4ac;d490;d4b2;d4e1;d46a;d546;d532;d552,structural
0d8d94,egs52_compute_from_near_d4d2_0d8d94,Instruction source near addresses d4d2;d4ac;d490;f63a;d46c;d548;d534;f626;d577;d54a;d536;d54c,structural
0d8ea2,egs52_compute_from_near_d4d2_0d8ea2,Instruction source near addresses d4d2;d4ae;d4df;d4bc;d4e1;d46a;d546;d532;f634;d552,structural
0d8f58,egs52_compute_from_near_f63a_0d8f58,Instruction source near addresses f63a;d4d2;d46e;d54a;d536;d546;d556,structural
0d8fc8,egs52_compute_from_near_d579_0d8fc8,Instruction source near addresses d579;f634;d570;fd4a;d47c;d4ac;d4b2;d4df;d492;f636;d4e1;d46a;d546;d532;d4d2;d402;d552,structural
0d9176,egs52_compute_from_near_d4dc_0d9176,Instruction source near addresses d4dc;d4da;d4d2;d492;d4ac;d4e1;d46e;d54a;d536,structural
0d91f8,egs52_compute_from_near_d4d2_0d91f8,Instruction source near addresses d4d2;d4da;d4ac;d4e1;d46e;d54a;d536;d546,structural
0d9264,egs52_compute_from_near_d4dc_0d9264,Instruction source near addresses d4dc;d4bc;d492;f638;fd48;d4d0;d4d2;d4aa,structural
0d92e2,egs52_update_near_d540_0d92e2,Instruction destination near addresses d540;d53e;d4ee;d3ec;d3f0;d3f2,structural
0d9430,egs52_update_near_d5b0_0d9430,Instruction destination near addresses d5b0;d5b1;d432;d4f2;d4c0;d49a;d498;d522;fd4c;d580;d57e;d3ee;d556;d56c;d566;d56a,structural
0d9802,egs52_update_near_d550_0d9802,Instruction destination near addresses fd48;d550;d5f6;d5f8;d5fa;d5fc;d5fe;d5b0;d400;d556;d56c;fd4a;fd4c;d56a;d566,structural
0d9ac6,egs52_update_near_d550_0d9ac6,Instruction destination near addresses fd48;d550;d5b1;d5b0;d556;d56c;d402;d56a;d566,structural
0d9be4,egs52_update_near_d5a6_0d9be4,Instruction destination near addresses d5a6;d5f6;d5f8;d5fa;d5fc;d5fe;d5b0;d556;d56c;fd48;d566;d567;d56a,structural
0d9dcc,egs52_update_near_d5b0_0d9dcc,Instruction destination near addresses fd48;d5b0;d556;d56c;fd4a;fd4e;d590;d577;d442,structural
0d9e3a,egs52_update_near_d442_0d9e3a,Instruction destination near addresses d442;d5b0;d590,structural
0d9f0c,egs52_update_near_d453_0d9f0c,Instruction destination near addresses d453;d556;d56c;d56a;fd4a;d5a6;d590;d5b0;d5b1;fd48;d5f6;d5f8;d5fa;d5fc;d5fe;d566;d567;d437;d498;d49a;d580;d57e;d4b2,structural
0da226,egs52_update_near_d56a_0da226,Instruction destination near addresses d56a;fd48;d5b0;d5b1;d556;d56c;d566,structural
0da300,egs52_update_near_d56a_0da300,Instruction destination near addresses d56a;fd48;d5b0;d5b1;d556;d56c;d566,structural
0da370,egs52_update_near_d5f6_0da370,Instruction destination near addresses d5f6;d5fa;d5fc;d5fe;d5f8,structural
0da518,egs52_compute_from_near_d688_0da518,Instruction source near addresses d688;f652;d65e;d689;d649;d690,structural
0da5f2,egs52_call_0df36e_0da5f2,Direct call targets 0df36e,structural
0da630,egs52_update_near_d688_0da630,Instruction destination near addresses d688;d689,structural
0da902,egs52_update_near_d6b0_0da902,Instruction destination near addresses d6b0;d6b2;d6ae,structural
0da9b8,egs52_update_near_d67a_0da9b8,Instruction destination near addresses d67a;d6ee;d684;d6ec;d65c;d6a4;d692;d694;d6a0,structural
0daa28,egs52_update_near_d433_0daa28,Instruction destination near addresses d433;fd2c;d706;d6a4,structural
0daaea,egs52_update_near_d65c_0daaea,Instruction destination near addresses d65c;d682;fd2a;d668;d66a;d704;d684;d6ec;d680;d66c;d66e;d69a;d670;d672,structural
0dae20,egs52_update_near_d65c_0dae20,Instruction destination near addresses d65c;d682;fd2a;d668;d6ea;d6f1;d6b4;d68e;d704;d684;d6ec;d680;d66c;d66e;d69a;d670;d672;d6f8;d6fa;d678;d66a,structural
0db2b4,egs52_update_near_d692_0db2b4,Instruction destination near addresses d692;d6ac;d706;d670;d672;fd2a;d684;d6ec;d68a;d68c;d6f8,structural
0db40a,egs52_update_near_d67e_0db40a,Instruction destination near addresses d67e;d674;d676;fd2c,structural
0db50a,egs52_update_near_d6ba_0db50a,Instruction destination near addresses d6ba;d6a2;d6bc;d6e4;d6a0,structural
0db768,egs52_update_near_d67c_0db768,Instruction destination near addresses d67c;d674;d676;d67a;fd2c;d670;d672;d67d;d698;d704;d668;fd2a,structural
0dbbbc,egs52_update_near_d68a_0dbbbc,Instruction destination near addresses d68a;d68c;d69a;d69c;d692;d670;d672;d666,structural
0dbe10,egs52_update_near_d6b4_0dbe10,Instruction destination near addresses d6b4;d68e;d678;d6f8;d686,structural
0dbf7e,egs52_update_near_d666_0dbf7e,Instruction destination near addresses d666;d6f8;d706;d697;d668;d704;d670;d672;d684;d6ec;d692;fd2c,structural
0dc336,egs52_update_near_d690_0dc336,Instruction destination near addresses d690;d6b6;d670;d680;d66c;d66e;d696;d660;d684;d6ec,structural
0dccd0,egs52_update_near_d690_0dccd0,Instruction destination near addresses d690;d6b6;d670;d680;d66c;d66e;d696;d6de;d660;d684;d6ec,structural
0dd674,egs52_update_near_d708_0dd674,Instruction destination near addresses fd2c;d708;d6e6;d6e8,structural
0dd7fa,egs52_update_near_d6b6_0dd7fa,Instruction destination near addresses d6b6;d6b8;d6e2;d6e0;d69e;d6f6;d664;d662;d694;d6dc;d68e;d660;d6a6;d6aa;d6f0;d6ee;d600;d602;d604;d606;d608;d702;d6fe;d700;d6dd;d6fc;d6be;d692;d65e;d6f4;d6f2;d6a8;d704;d706;d666,structural
0de02a,egs52_compute_from_near_d454_0de02a,Instruction source near addresses d454;d613;fd2e;d4c2;fd4a,structural
0de05c,egs52_update_near_d437_0de05c,Instruction destination near addresses fd4a;d437;d577;d567;d5b1;d566;d5b0,structural
0de0d0,egs52_update_near_d437_0de0d0,Instruction destination near addresses fd4a;d437;d577;d567;d5b1;d566;d5b0,structural
0de11a,egs52_update_near_d5a6_0de11a,Instruction destination near addresses fd4a;d5a6,structural
0de1ee,egs52_update_near_fd4c_0de1ee,Instruction destination near addresses fd4c,structural
0de208,egs52_update_near_d57c_0de208,Instruction destination near addresses fd44;d57c;d577;fd3a;d454;d579,structural
0de4f0,egs52_update_near_d47b_0de4f0,Instruction destination near addresses fd44;d47b;d43e;d5be;d45c;d50a;d408;d440;fd48;fd3a;d577;d454;d579;d594;fd3c;d453;d451;fd4a;d437;d436;d5b2;d424;d5ac;d5ae,structural
0dedbc,egs52_update_near_d5a6_0dedbc,Instruction destination near addresses d5a6;d5ac;d5be;d5bc;d5c8;d5b8;d5c4;d592;d596;d59e,structural
0def12,egs52_update_near_d4ac_0def12,Instruction destination near addresses d4ac;d522;fd4c;fd34;d57e,structural
0e0054,egs52_update_near_d780_0e0054,Instruction destination near addresses d780;d750;d754;d752;d7ae;d71a;d7ac;d7c9;d7c8,structural
0e03a8,egs52_update_near_d77c_0e03a8,Instruction destination near addresses d77c,structural
0e04da,egs52_update_near_d73c_0e04da,Instruction destination near addresses d73c;d73e;d77a;d71c;d738;d73a;fd2e,structural
0e0742,egs52_update_near_d777_0e0742,Instruction destination near addresses d777;fd32;d792;d782;d613;fd30;d7d7;d740;d748;d74a;d7c4;d7c6;d775,structural
0e0d52,egs52_update_near_d71b_0e0d52,Instruction destination near addresses d71b;d72c;d742;d7d0;d72a;d728,structural
0e0e7c,egs52_update_near_d762_0e0e7c,Instruction destination near addresses d762;d764;d766;d79e;d768;d76a;d771;d76c;d760;d75e;d60c,structural
0e120a,egs52_update_near_d74e_0e120a,Instruction destination near addresses d74e;d74c;d79c,structural
0e12f8,egs52_update_near_d79a_0e12f8,Instruction destination near addresses d79a;d71e;d70e;d70a,structural
0e13ea,egs52_update_near_d7ba_0e13ea,Instruction destination near addresses d7ba;d72e,structural
0e14a0,egs52_update_near_d75b_0e14a0,Instruction destination near addresses d75b;d756;d75a;d78e;fd2e;fd30;d7b4;d758;d770;d724,structural
0e1852,egs52_update_near_d722_0e1852,Instruction destination near addresses d722;d79f;d7a2;d7a4;d7b8;d7b6,structural
0e1a52,egs52_update_near_d732_0e1a52,Instruction destination near addresses d732;d730;d7ca;d77e;fd2e,structural
0e1c9a,egs52_update_near_d744_0e1c9a,Instruction destination near addresses d744;d794;d734;fd32,structural
0e1dfe,egs52_update_near_d720_0e1dfe,Instruction destination near addresses d720;fd2e;d718;d714;d7b0;d716;d7b2;d75a;d756;d78e;fd30,structural
0e1ffc,egs52_update_near_d7b6_0e1ffc,Instruction destination near addresses d7b6;d7be;d7c0;d7bc;d7b0;d7b2;d7c6;d7c4;d7ba;d75c;d7cc;d796;d70c;d798;fd2e;d76f;fd32;d775;d774;d772;d7d2;d7d4;d786;d78c;d736;d726;d734;d79c;d79a;d7a0;d75d;d78a;d784;d776;d788;d746;fd30;d7b9;d76e;d773;d778;fd26,structural
0e2f7c,egs52_update_near_d59e_0e2f7c,Instruction destination near addresses d59e;fd38;d439;fd5a,structural
0e2fdc,egs52_update_near_d5a5_0e2fdc,Instruction destination near addresses fd28;d5a5;d530;d531;d433;d57a,structural
0e32e6,egs52_call_092248_0e32e6,Direct call targets 092248,structural
0e3436,egs52_compute_from_near_d508_0e3436,Instruction source near addresses d508;d50e;d512;d516;d51a;fd60,structural
0e3494,egs52_compute_from_near_fd26_0e3494,Instruction source near addresses fd26;f61e;f672;d508;fd60;d524;fd62,structural
0e34dc,egs52_update_near_d596_0e34dc,Instruction destination near addresses d596,structural
0e352c,egs52_compute_from_near_f672_0e352c,Instruction source near addresses f672;d569;fd60;fd62;fd3a,structural
0e357c,egs52_update_near_fd38_0e357c,Instruction destination near addresses fd38,structural
0e35c4,egs52_update_near_d47a_0e35c4,Instruction destination near addresses fd54;fd3a;fd60;d47a,structural
0e3620,egs52_update_near_d450_0e3620,Instruction destination near addresses d450;d44d,structural
0e3672,egs52_update_near_d212_0e3672,Instruction destination near addresses fd04;fd05;fd08;fd09;fd07;fd06;fd0a;fd0b;fd0c;fd0d;fd0f;fd0e;fd16;fd18;d212;d213;fd1a;fd1c;fd1e;fd24;fd62;d7da;fd54;d433;fd5c;fd58;d598;fd60;d472;d450;d44d;d7ab;fd5a;d464;d5a3;d3ea;d4de;fd56,structural
0e3ecc,egs52_update_near_d7da_0e3ecc,Instruction destination near addresses d7da;d56f;d433;fd60;d570;d56e;d574;d572;d7a8;d7a6,structural
0e403c,egs52_update_near_fd54_0e403c,Instruction destination near addresses fd54,structural
0e40a0,egs52_update_near_d614_0e40a0,Instruction destination near addresses fd56;d614;d57b;d7da;d615;d433;fd62;fd5c;d5af;d5c6;d613;d611;d5c2;d610;d3ba;d616,structural
0e46f4,egs52_update_near_d60e_0e46f4,Instruction destination near addresses d60e;d7aa;fd5a;d5c8;fd58;d38c;fd56,structural
0e4958,egs52_update_near_d5ca_0e4958,Instruction destination near addresses d5ca;d5cc;fd60;fd54;d5bc;d392;fd5a;d390;d38e,structural
0e4b56,egs52_update_near_d7da_0e4b56,Instruction destination near addresses d7da;d5cd;d433;fd60;d3d5,structural
0e4c42,egs52_update_near_d506_0e4c42,Instruction destination near addresses d506;d7da;d508;d433;fd60;d50c;fd56;d5aa,structural
0e4db0,egs52_update_near_d462_0e4db0,Instruction destination near addresses d462;d4e2,structural
0e4e30,egs52_update_near_d433_0e4e30,Instruction destination near addresses d433;d514;d510;d51c;d518;fd60;fd62;fd64;d50e;d512;d516;d51a;d45a;d4fa;fd50;fd52;d4f8;d52a;d52c;d502;d504;d500;d60a;d7ce;d470;fd58;fd56,structural
0e586e,egs52_update_near_d524_0e586e,Instruction destination near addresses d524,structural
0e58be,egs52_update_near_d4e8_0e58be,Instruction destination near addresses fd62;d4e8;d4f0;d4e6;d4ec;d433;d524,structural
0e5ae0,egs52_update_near_d4e4_0e5ae0,Instruction destination near addresses d4e4;d41c;d414,structural
0e5df0,egs52_update_near_d526_0e5df0,Instruction destination near addresses d526;d460,structural
0e5e30,egs52_update_near_d443_0e5e30,Instruction destination near addresses d443,structural
0e5eb4,egs52_update_near_d482_0e5eb4,Instruction destination near addresses d482;d433;d48c;d4be;d4b4;d4d4;fd60;d4a8;d4a4;fd62;d496;d4c8;d4c2;d48a;d404;d53a;d4a6;d538;d4a2;d4a0;d49e;fd5a;d52e;d4df;d478;d4c4;d4ce;d4d0;d4d2;d3fa;d3fe;d484;d4b6;d44c;d4d6;d4ba;d4c6,structural
0e69be,egs52_update_near_d486_0e69be,Instruction destination near addresses d486;fd12;fd5a,structural
0e6a3e,egs52_register_arithmetic_0e6a3e,Register-level instruction sequence; higher-level role unresolved,structural
0e6a6a,egs52_update_near_d5c0_0e6a6a,Instruction destination near addresses d5c0;fd12;fd20,structural
0e6a92,egs52_update_near_d23f_0e6a92,Instruction destination near addresses d23f;fd14;fd22;fd10;d243;d244;d29b;d29c;d29d;d29f;d2a0;fd20;d273;d274;d279;d27a;d257;d258;d259;d25d;d25e;fd12;d452;fd15;d444;d277;d278;d23d;d23e;d240;d241;d242;d29e;d2a1;d2a2,structural
0e7216,egs52_update_near_d60f_0e7216,Instruction destination near addresses fd42;d60f;d44f;fd36;d43a,structural
0e735e,egs52_compute_from_near_d50e_0e735e,Instruction source near addresses d50e;d512;d516;d51a,structural
0e7388,egs52_update_near_d569_0e7388,Instruction destination near addresses d569;d5b6,structural
0e7468,egs52_update_near_d45e_0e7468,Instruction destination near addresses d45e;d406;d458;d449;d4ea;d4fc;d59a;d5fa;d5fc;d5fe;d5f6;d5f8;d456;d44b;d5ba;d59c;fd68;fd66;d568;d564;d433;d44e;d5a9;d448;fd3a,structural
